text,label
it.,Travel
Therefore,Travel
to,Travel
have,Travel
an,Travel
organized,Travel
trip,Travel
and,Travel
visit,Travel
maximum,Travel
places,Travel
in,Travel
your,Travel
destination,Travel
country,Travel
it,Travel
is,Travel
important,Travel
to,Travel
have,Travel
your,Travel
itinerary,Travel
handy.,Travel
So,Travel
again,Travel
dont,Travel
forget,Travel
to,Travel
have,Travel
a,Travel
soft,Travel
copy,Travel
of,Travel
the,Travel
same!,Travel
